State,Year,SO2,NO2,PM2.5,Mpc,zscore,spot,xco,yco
Karnataka,2015,5.401457058733558,15.415079524738315,69.80913299520192,30.208556526224598,-0.176,0.0,14.4644,75.9218
Karnataka,2016,4.839310935355148,17.031900283250323,68.4544882669532,30.108566495186224,-0.098,0.0,14.4644,75.9218
Karnataka,2017,4.109598985648933,18.447402138406822,71.11059729924337,31.222532807766374,0.028,0.0,14.4644,75.9218
Karnataka,2018,3.546847063262486,19.79426004432751,73.9005443874577,32.41388383168256,0.147,0.0,14.4644,75.9218
Karnataka,2019,2.655821383136165,20.95563880470814,76.79585745931445,33.46910588238625,0.291,0.0,14.4644,75.9218
Karnataka,2020,2.0083346042236343,21.960556823689338,79.35272302929187,34.440538152401615,0.429,0.0,14.4644,75.9218
Kerala,2011,3.387212656653021,12.545316736556543,38.95311632186542,18.295215238358328,-2.745,-1.0,10.7867,76.6548
Kerala,2012,3.39602951426471,11.639292929822744,43.61698785245744,19.5507700988483,-2.685,-1.0,10.7867,76.6548
Kerala,2013,3.3945182718695803,10.899667720657265,47.200351455054346,20.49817914919373,-11.616,-1.0,10.7867,76.6548
Kerala,2014,3.767063004835276,11.76612746583596,44.8170869880276,20.11675915289961,-7.723,-1.0,10.7867,76.6548
Kerala,2015,3.0526969896060594,12.064757898269006,43.81776925600293,19.645074714626002,-13.527,-1.0,10.7867,76.6548
Kerala,2016,2.519477099902641,11.893500850494148,44.76157838439094,19.724852111595908,-79.372,-1.0,10.7867,76.6548
Kerala,2017,2.2736194633843385,12.56540096056237,47.0755024181137,20.6381742806868,-24.556,-1.0,10.7867,76.6548
Kerala,2018,2.3143357174897656,13.528329744510584,50.13040339132845,21.9910229511096,-13.994,-1.0,10.7867,76.6548
Kerala,2019,1.8608666239353493,13.916350651590015,51.73010949229902,22.50244225594146,-6.508,-1.0,10.7867,76.6548
Kerala,2020,1.8416499042881849,14.201128956831989,51.65627856711664,22.566352476078936,-5.864,-1.0,10.7867,76.6548
Madhya Pradesh,2011,11.465700856894582,19.09865366129253,128.32913607816192,52.96449686544968,-0.643,-1.0,23.2599,77.4126
Madhya Pradesh,2012,11.600354698103228,20.013905109572157,133.93769284088225,55.18398421618588,-0.422,0.0,23.2599,77.4126
Madhya Pradesh,2013,11.14752408402436,20.370245236668733,131.7649037714618,54.42755769738496,-0.28,0.0,23.2599,77.4126
Madhya Pradesh,2014,9.344945552471206,17.98028249716541,119.28814638011032,48.87112480991564,-0.718,-1.0,23.2599,77.4126
Madhya Pradesh,2015,10.56388185520466,20.35856840088943,96.17374770534276,42.36539932047895,-1.133,-1.0,23.2599,77.4126
Madhya Pradesh,2016,11.829797800399112,20.338294586544077,77.2415079386548,36.46986677519933,-1.371,-1.0,23.2599,77.4126
Madhya Pradesh,2017,12.54856327287382,20.33944077777657,60.83197469033986,31.239992913663418,-1.646,-1.0,23.2599,77.4126
Madhya Pradesh,2018,13.26732874534853,20.34058696900906,44.42244144202492,26.010119052127504,-1.74,-1.0,23.2599,77.4126
Madhya Pradesh,2019,13.986094217823242,20.34173316024155,28.012908193709983,20.78024519059159,-1.761,-1.0,23.2599,77.4126
Madhya Pradesh,2020,14.787232718445184,18.132498281260617,8.763312774037173,13.894347924580991,-1.761,-1.0,23.2599,77.4126
Maharashtra,2011,20.37789810527408,35.88055739519041,108.59762265395038,54.95202605147163,1.188,1.0,19.8762,75.3433
Maharashtra,2012,18.039295688313764,35.58489716879958,101.64543687989216,51.7565432456685,0.912,1.0,19.8762,75.3433
Maharashtra,2013,16.43272642782561,31.34335614283081,102.66392884586242,50.14667047217295,0.937,1.0,19.8762,75.3433
Maharashtra,2014,18.71028380981493,35.79377291016719,107.29321725593316,53.93242465863843,1.498,1.0,19.8762,75.3433
Maharashtra,2015,16.772860152684125,34.868918584758006,104.45812255345936,52.0333004303005,1.616,1.0,19.8762,75.3433
Maharashtra,2016,14.828841725800654,33.81776128600638,101.49466242985706,50.04708848055469,1.632,1.0,19.8762,75.3433
Maharashtra,2017,12.245627075932664,32.81566357357384,100.08815586669942,48.38314883873531,1.503,1.0,19.8762,75.3433
Maharashtra,2018,8.980617510810438,31.885579298845155,98.71148876864288,46.525895192766164,1.344,1.0,19.8762,75.3433
Maharashtra,2019,6.348729997276437,30.891753993457623,97.29857379061244,44.84635259378217,1.174,1.0,19.8762,75.3433
Maharashtra,2020,3.771739862630384,29.912237127165792,96.01072842972457,43.23156847317358,1.109,1.0,19.8762,75.3433
Meghalaya,2011,14.171893224578698,8.95733541727971,71.81927514754636,31.649501263134923,0.0,1.0,25.57049217,91.8800142
Meghalaya,2012,7.561329912183929,9.485554856410843,59.781375782205664,25.609420183600147,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2013,5.427653721682848,9.17101882316993,54.46684092179133,23.021837822214703,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2014,6.142673992673992,10.521237171940497,58.74083628253479,25.134915815716425,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2015,5.6155661516575135,9.476992385622513,54.05070806686667,23.047755534715566,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2016,6.293647027860207,6.703696846723838,40.02481251078972,17.67405212845792,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2017,6.0759117606764095,5.439778574565476,33.524920146129,15.013536827123628,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2018,5.858176493492613,4.175860302407114,27.02502778146828,12.353021525789336,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2019,5.640441226308816,2.911942030248752,20.525135416807554,9.692506224455041,0.0,-1.0,25.57049217,91.8800142
Meghalaya,2020,5.72009663365136,1.600698270087866,13.69212327818415,7.004306060641125,0.0,-1.0,25.57049217,91.8800142
Mizoram,2011,2.0,4.992540632359929,56.66539597853192,21.219312203630615,0.0,-1.0,23.71039899,92.72001461
Mizoram,2012,2.0,5.216931146544327,58.99615838987944,22.071029845474587,0.0,-1.0,23.71039899,92.72001461
Mizoram,2013,2.1368353872275043,5.739646825292461,48.69678386693145,18.857755359817137,0.0,-1.0,23.71039899,92.72001461
Mizoram,2014,2.0331353695322685,5.651923076923077,43.27978122911863,16.988279891857992,0.0,-1.0,23.71039899,92.72001461
Mizoram,2015,2.0586876001725907,5.951820809623845,38.43464947112812,15.481719293641518,0.0,-1.0,23.71039899,92.72001461
Mizoram,2016,2.368607379042099,5.639699468682503,31.82929454288016,13.27920046353492,0.0,-1.0,23.71039899,92.72001461
Mizoram,2017,2.6785271579116072,5.327578127741162,25.2239396146322,11.076681633428322,0.0,-1.0,23.71039899,92.72001461
Mizoram,2018,2.9884469367811155,5.01545678679982,18.61858468638425,8.87416280332173,0.0,-1.0,23.71039899,92.72001461
Mizoram,2019,3.298366715650624,4.703335445858478,12.013229758136289,6.67164397321513,0.0,-1.0,23.71039899,92.72001461
Mizoram,2020,3.608286494520133,4.391214104917137,5.407874829888328,4.469125143108532,0.0,-1.0,23.71039899,92.72001461
Nagaland,2011,2.0,6.134182959031261,82.33213174366088,30.155438234230715,0.688,1.0,26.2357,94.8132
Nagaland,2012,2.0,6.134182959031261,82.33213174366088,30.155438234230715,0.688,1.0,26.2357,94.8132
Nagaland,2013,2.0,5.244897959183674,92.9031117397454,33.38266989964303,-0.106,0.0,26.2357,94.8132
Nagaland,2014,2.0,5.244897959183674,92.9031117397454,33.38266989964303,1.53,1.0,26.2357,94.8132
Nagaland,2015,2.0,6.827146464646464,107.8060606060606,38.87773569023569,0.744,1.0,26.2357,94.8132
Nagaland,2016,2.0,8.409394970109254,122.70900947237584,44.372801480828365,0.439,0.0,26.2357,94.8132
Nagaland,2017,2.0,9.991643475572046,137.61195833869104,49.86786727142103,0.238,0.0,26.2357,94.8132
Nagaland,2018,2.0,11.573891981034835,152.51490720500624,55.362933062013695,0.113,0.0,26.2357,94.8132
Nagaland,2019,2.0,13.156140486497629,167.41785607132147,60.857998852606364,0.029,0.0,26.2357,94.8132
Nagaland,2020,2.0,14.738388991960417,182.3208049376367,66.35306464319903,-0.044,0.0,26.2357,94.8132
Odisha,2011,4.193707773611879,16.132175239417172,89.32978287970404,36.55188863091103,-1.079,-1.0,21.0742,84.3411
Odisha,2012,4.186808013203023,16.225261234582476,89.3336987688411,36.58192267220887,-1.049,-1.0,21.0742,84.3411
Odisha,2013,4.450157411031889,15.756232314580034,85.83236919584765,35.34625297381986,-1.186,-1.0,21.0742,84.3411
Odisha,2014,4.785303565140199,16.955095738123457,87.76321876057641,36.50120602128002,-1.129,-1.0,21.0742,84.3411
Odisha,2015,5.949033377208085,16.095231437207214,88.16804600634417,36.737436940253154,-1.021,-1.0,21.0742,84.3411
Odisha,2016,8.975376963112604,15.94316393214777,87.71649818189627,37.54501302571888,-0.847,-1.0,21.0742,84.3411
Odisha,2017,9.861691979250912,16.421716637574168,87.71302866925522,37.998812428693434,-0.648,-1.0,21.0742,84.3411
Odisha,2018,11.078544085468094,18.838146055329336,81.22063093743611,37.04577369274451,-0.539,-1.0,21.0742,84.3411
Odisha,2019,11.166493285915235,18.70955264203427,78.4140455952669,36.09669717440547,-0.402,0.0,21.0742,84.3411
Odisha,2020,11.568558264625592,19.49732329665846,80.85365778160535,37.30651311429647,-0.16,0.0,21.0742,84.3411
Puducherry,2011,11.45280364597109,13.767676200556895,38.709120030195336,21.30986662557444,0.0,-1.0,11.93499371,79.83000037
Puducherry,2012,11.64750841386262,12.95125158551186,38.59590202565639,21.064887341676958,0.0,-1.0,11.93499371,79.83000037
Puducherry,2013,10.94195810399557,12.85619213912626,39.12143751473407,20.9731959192853,0.0,-1.0,11.93499371,79.83000037
Puducherry,2014,10.502211062078796,12.239334178782656,38.91664899899671,20.552731413286054,0.0,-1.0,11.93499371,79.83000037
Puducherry,2015,9.252692364824718,10.581708630421865,34.7938242721331,18.209408422459894,0.0,-1.0,11.93499371,79.83000037
Puducherry,2016,8.003173667570643,8.924083082061074,30.67099954526949,15.866085431633735,0.0,-1.0,11.93499371,79.83000037
Puducherry,2017,6.753654970316566,7.266457533700283,26.54817481840588,13.522762440807576,0.0,-1.0,11.93499371,79.83000037
Puducherry,2018,5.504136273062489,5.608831985339492,22.425350091542263,11.179439449981416,0.0,-1.0,11.93499371,79.83000037
Puducherry,2019,4.254617575808412,3.951206436978701,18.30252536467865,8.836116459155255,0.0,-1.0,11.93499371,79.83000037
Puducherry,2020,3.005098878554336,2.2935808886179103,14.17970063781504,6.492793468329096,0.0,-1.0,11.93499371,79.83000037
Punjab,2011,10.04561381278582,24.769681624767145,145.78036639873204,60.19855394542833,0.748,1.0,30.823,75.1734
Punjab,2012,9.873291280668244,25.98136164638253,150.88048282538202,62.24504525081093,0.842,1.0,30.823,75.1734
Punjab,2013,8.903036538630847,23.70138196570075,142.3111069125893,58.30517513897363,0.505,1.0,30.823,75.1734
Punjab,2014,8.287619527476116,22.36383969762004,126.90700930703451,52.51948951071022,0.287,0.0,30.823,75.1734
Punjab,2015,7.196057942268888,19.054617998472192,107.14850521558188,44.46639371877432,-0.105,0.0,30.823,75.1734
Punjab,2016,7.541005004989435,20.06281199578281,103.2189039239232,43.607573641565146,0.004,0.0,30.823,75.1734
Punjab,2017,7.5160542148228995,19.88416544437385,97.1394743824733,41.513231347223346,-0.097,0.0,30.823,75.1734
Punjab,2018,7.368867954989045,19.84907040070372,88.45425804152148,38.557398799071414,-0.134,0.0,30.823,75.1734
Punjab,2019,8.12998702783621,19.010137547924906,82.53911206171537,36.5597455458255,-0.171,0.0,30.823,75.1734
Punjab,2020,7.822523175314705,18.697204455607192,75.0739063244424,33.8645446517881,-0.152,0.0,30.823,75.1734
Rajasthan,2011,7.531798902274393,28.98212071730051,167.94508967502856,68.15300309820115,1.141,1.0,26.44999921,74.63998124
Rajasthan,2012,7.751762705514582,32.089610684621974,163.35313175798515,67.73150171604057,0.791,1.0,26.44999921,74.63998124
Rajasthan,2013,7.214222631251095,29.95700909978125,173.4671217406056,70.21278449054599,1.159,1.0,26.44999921,74.63998124
Rajasthan,2014,7.44386888628016,32.73018646407887,163.7490327620604,67.9743627041398,1.401,1.0,26.44999921,74.63998124
Rajasthan,2015,7.276917565661631,30.62914282239548,149.33207672457596,62.41271237087769,0.92,1.0,26.44999921,74.63998124
Rajasthan,2016,7.103828246922808,29.884590438415238,130.95080258868617,55.97974042467474,0.443,0.0,26.44999921,74.63998124
Rajasthan,2017,6.708576597412813,28.92861388098921,121.38200558621506,52.33973202153903,0.211,0.0,26.44999921,74.63998124
Rajasthan,2018,6.630462682954485,27.29157444530508,107.87772193101894,47.26658635309283,0.076,0.0,26.44999921,74.63998124
Rajasthan,2019,6.483565371344032,26.129223458655314,95.65415597877616,42.75564826959184,-0.054,0.0,26.44999921,74.63998124
Rajasthan,2020,6.08839622800965,24.138127386295537,84.3845334953559,38.203685703220366,-0.149,0.0,26.44999921,74.63998124
Tamil Nadu,2011,9.191829716284744,22.09643389492335,74.33166291867764,35.20664217662858,1.827,1.0,10.9904,78.3356
Tamil Nadu,2012,9.534408405996494,21.23215580275666,71.49171068611086,34.086091631621336,1.588,1.0,10.9904,78.3356
Tamil Nadu,2013,10.445585350825018,21.76519029732901,62.2969595874135,31.50257841185584,1.0,1.0,10.9904,78.3356
Tamil Nadu,2014,10.526199663434786,22.735817854803354,62.14030395287935,31.80077382370583,0.904,1.0,10.9904,78.3356
Tamil Nadu,2015,10.606755644144172,21.53390903949309,61.9798864042388,31.37351702929202,0.712,1.0,10.9904,78.3356
Tamil Nadu,2016,9.991029454265648,20.359368442535903,60.53339416793631,30.29459735491262,0.508,1.0,10.9904,78.3356
Tamil Nadu,2017,10.199455841546447,20.551083016196493,61.14123221602175,30.630590357921562,0.476,0.0,10.9904,78.3356
Tamil Nadu,2018,10.219015937262276,20.374996569732705,63.63972566863016,31.411246058541717,0.465,0.0,10.9904,78.3356
Tamil Nadu,2019,10.01010859863704,20.12638504396713,63.82134326502056,31.31927896920824,0.391,0.0,10.9904,78.3356
Tamil Nadu,2020,9.694308708176475,22.93350656802596,63.02693092550723,31.88491540056989,0.406,0.0,10.9904,78.3356
Telangana,2011,5.7517511371682986,16.677598821543697,72.90556166951674,31.778303876076247,-0.715,-1.0,18.1124,79.0193
Telangana,2012,5.793821491594665,16.36626608122144,80.67082758904411,34.276971720620075,-0.555,-1.0,18.1124,79.0193
Telangana,2013,6.608501143399431,16.988461579994095,79.78839435107372,34.46178569148908,-0.574,-1.0,18.1124,79.0193
Telangana,2014,5.568132128509005,19.178056723252247,75.58980608582311,33.44533164586145,-0.71,-1.0,18.1124,79.0193
Telangana,2015,6.752957523228799,18.49964962582135,72.89073914067005,32.714448763240064,-0.829,-1.0,18.1124,79.0193
Telangana,2016,7.499928895656781,18.192611413255147,61.37705408374241,29.02319813088478,-1.268,-1.0,18.1124,79.0193
Telangana,2017,7.572170202033074,17.625499976790557,57.46170432855206,27.553124835791895,-1.647,-1.0,18.1124,79.0193
Telangana,2018,7.435983871832436,18.852377764979416,54.52204904551466,26.936803560775502,-2.123,-1.0,18.1124,79.0193
Telangana,2019,7.542060283564856,17.35569898696205,50.71737817353511,25.205045814687338,-3.062,-1.0,18.1124,79.0193
Telangana,2020,7.849358323350774,16.593701544639107,46.434003836974895,23.625687901654924,-4.076,-1.0,18.1124,79.0193
Uttar Pradesh,2011,14.485459937103569,29.74668709739748,161.09274001317775,68.44162901589293,0.248,0.0,26.8467,80.9462
Uttar Pradesh,2012,13.80204369621192,29.43908262417265,176.13389889060218,73.12500840366225,0.541,1.0,26.8467,80.9462
Uttar Pradesh,2013,13.433082270124476,28.375269121560045,171.9858974498206,71.26474961383504,0.635,1.0,26.8467,80.9462
Uttar Pradesh,2014,13.782006237583804,28.520535131536143,165.8461186898529,69.38288668632428,0.712,1.0,26.8467,80.9462
Uttar Pradesh,2015,13.507924948489904,29.06462316890195,172.7408865917153,71.77114490303572,1.184,1.0,26.8467,80.9462
Uttar Pradesh,2016,12.945718659349147,30.023698999349342,179.14080003228673,74.03673923032841,1.786,1.0,26.8467,80.9462
Uttar Pradesh,2017,12.42291260339898,30.41721631004448,186.2392519522999,76.35979362191445,1.893,1.0,26.8467,80.9462
Uttar Pradesh,2018,11.898424027840296,30.522243675761278,191.1134457990223,77.84470450087461,1.962,1.0,26.8467,80.9462
Uttar Pradesh,2019,11.265697563800703,30.72268869199823,197.3777925522316,79.78872626934351,2.455,1.0,26.8467,80.9462
Uttar Pradesh,2020,10.721577828665117,30.74949275011904,203.19863862468543,81.55656973448986,3.007,1.0,26.8467,80.9462
Uttarakhand,2011,20.56034326426671,24.04943757933815,159.52842752118283,68.04606945492922,0.69,1.0,30.2844,78.9811
Uttarakhand,2012,21.660996235309327,25.71861412235137,163.89840821302917,70.42600619022996,0.594,1.0,30.2844,78.9811
Uttarakhand,2013,19.817403583671545,22.636130679579995,139.7861415384094,60.74655860055365,0.29,0.0,30.2844,78.9811
Uttarakhand,2014,19.817403583671545,22.636130679579995,139.7861415384094,60.74655860055365,0.346,0.0,30.2844,78.9811
Uttarakhand,2015,19.989233387279526,23.302026154427285,133.88336539134232,59.05820831101638,0.251,0.0,30.2844,78.9811
Uttarakhand,2016,20.16106319088751,23.96792162927457,127.98058924427528,57.369858021479125,0.143,0.0,30.2844,78.9811
Uttarakhand,2017,20.33289299449549,24.633817104121857,122.0778130972082,55.68150773194185,0.068,0.0,30.2844,78.9811
Uttarakhand,2018,20.50472279810348,25.29971257896914,116.17503695014118,53.993157442404595,0.017,0.0,30.2844,78.9811
Uttarakhand,2019,20.67655260171146,25.96560805381643,110.27226080307408,52.30480715286732,-0.033,0.0,30.2844,78.9811
Uttarakhand,2020,20.848382405319445,26.631503528663718,104.36948465600705,50.616456863330065,-0.075,0.0,30.2844,78.9811
West Bengal,2011,18.16550825538229,55.52894788602153,119.7158262262429,64.4700941225489,0.357,0.0,23.2324,87.8615
West Bengal,2012,43.98873876066099,40.53492493878508,96.21520583485358,60.24628984476655,0.185,0.0,23.2324,87.8615
West Bengal,2013,10.037526851044252,51.75045030927885,168.4972679880652,76.7617483827961,0.992,1.0,23.2324,87.8615
West Bengal,2014,8.967307091599885,53.42519604824716,119.69821721907482,60.69690678630729,0.372,0.0,23.2324,87.8615
West Bengal,2015,8.550146231081403,41.08554468126674,105.2407472773738,51.62547939657398,-0.075,0.0,23.2324,87.8615
West Bengal,2016,6.975688318108796,44.00375911154643,83.47606499531132,44.81850414165552,-0.561,-1.0,23.2324,87.8615
West Bengal,2017,6.064499756215593,43.12270754554569,67.24646275794512,38.81122335323547,-1.2,-1.0,23.2324,87.8615
West Bengal,2018,5.15331119432239,42.24165597954495,51.01686052057894,32.80394256481543,-1.651,-1.0,23.2324,87.8615
West Bengal,2019,4.097365331121858,40.934685599262906,32.767219689603,25.933090206662587,-2.067,-1.0,23.2324,87.8615
West Bengal,2020,3.5256321666017354,39.3730168338007,15.290123526716686,19.396257509039707,-1.549,-1.0,23.2324,87.8615
